Date                                    , Status                                  , ProjName                                , BoardDefShortName                       , BoardDefName                            , SynthName                               , ImplName                                , SynthInfo                               , SynthWarnings                           , SynthCritWarnings                       , SynthError                              , ImplInfo                                , ImplWarnings                            , ImplCritWarnings                        , ImplError                               , ImplDRCWarnings                         , ImplDRCError                            , ImplTimingWNS                           , ImplTimingFaildEndpoints                , ImplTimingTNS                           
2022-12-03T14:55:41                     , Error                                   , KV260                                   , kv260_som                               , xilinx.com:kv260_som:part0:1.3          , synth_1                                 , impl_1                                  ,109,103,0,0,68,311,0,0,677,0,-0.927,16642,-6241.487
